s,a,r,sp
2097,0,0,2163
2163,0,0,2229
2229,0,0,2295
2295,0,0,2361
2361,0,0,2427
2427,0,0,0
1333,0,0,1234
1234,2,-2,1101
1101,2,-2,935
935,0,0,770
770,0,0,605
605,0,0,440
440,0,0,0
1535,0,0,1568
1568,2,-2,1567
1567,0,0,1567
1567,2,-2,1533
1533,0,0,1500
1500,0,0,1467
1467,0,0,1434
1434,2,-2,1367
1367,1,-2,1335
1335,1,-2,1336
1336,1,-2,1370
1370,0,0,1403
1403,0,0,1436
1436,1,-2,0
941,1,-2,1008
1008,0,0,1074
1074,2,-2,1106
1106,0,0,1139
1139,1,-2,1206
1206,0,0,1272
1272,2,-2,1304
1304,0,0,1337
1337,1,-2,1404
1404,1,-2,1504
1536,0,0,1602
1602,0,0,1668
1668,1,-2,1768
1768,2,-2,1833
1833,0,0,1899
1899,1,-2,1999
1999,0,0,0
1170,2,-2,1103
1103,0,0,1037
1037,0,0,971
971,1,-2,939
939,0,0,906
906,0,0,873
873,0,0,840
840,2,-2,773
773,0,0,707
707,0,0,641
641,0,0,575
575,0,0,509
509,0,0,443
443,1,-2,411
411,0,0,378
378,0,0,0
1270,2,-2,1236
1236,1,-2,1237
1237,2,-2,1203
1203,2,-2,1136
1136,0,0,1070
1070,0,0,1004
1004,1,-2,972
972,0,0,939
939,0,0,906
906,0,0,873
873,0,0,840
840,0,0,807
807,1,-2,808
808,2,-2,774
903,0,0,771
771,0,0,0
1304,2,-2,1303
1303,1,-2,1337
1337,0,0,1370
1370,2,-2,1369
1369,2,-2,1335
1335,1,-2,1336
1336,1,-2,1370
1370,0,0,1403
1403,1,-2,1470
1470,0,0,1536
1536,2,-2,1568
1568,0,0,1601
1601,0,0,1634
1634,0,0,1667
1667,0,0,1700
1700,2,-2,1699
1699,0,0,1699
1699,1,-2,1733
1733,1,-2,1800
1800,0,0,1866
1507,2,-2,1671
1671,0,0,1836
1836,0,0,0
1830,0,0,1797
1797,2,-2,1730
1730,0,0,1664
1664,0,0,1598
1598,2,-2,1498
1498,0,0,1399
1399,0,0,1300
1300,0,0,1201
1201,1,-2,1136
1136,1,-2,1104
905,0,0,839
839,0,0,773
773,0,0,707
707,2,-2,0
1367,0,0,1301
1301,0,0,1235
1235,0,0,1169
1169,2,-2,1069
1069,0,0,970
970,0,0,871
871,0,0,772
772,2,-2,639
639,1,-2,541
541,0,0,442
442,0,0,0
1569,0,0,1635
1635,0,0,1701
1701,1,-2,1801
1801,0,0,1900
1900,2,-2,1965
1965,1,-2,2065
2065,2,-2,0
1366,0,0,1267
1267,1,-2,1202
1202,0,0,1136
1136,1,-2,1104
1104,1,-2,1105
1105,2,-2,1071
1071,0,0,1038
1038,2,-2,0
1533,0,0,1500
1500,1,-2,1501
1501,0,0,1501
1501,0,0,1501
1501,2,-2,1467
1467,0,0,1434
1434,0,0,1401
1401,1,-2,1402
1402,0,0,1402
1402,1,-2,1436
1436,1,-2,1503
1503,2,-2,1535
1535,0,0,1568
975,0,0,1041
1041,2,-2,1073
1073,2,-2,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,0,0,1072
1072,2,-2,0
1470,2,-2,1502
1502,0,0,1535
1535,2,-2,1534
1534,0,0,1534
1534,1,-2,1568
1568,1,-2,1635
1635,0,0,1701
1701,2,-2,0
1171,1,-2,1205
1205,0,0,1238
1238,2,-2,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,2,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,2,-2,1070
1070,1,-2,1038
1038,2,-2,971
971,2,-2,871
871,2,-2,738
738,1,-2,640
640,0,0,541
541,0,0,0
1406,1,-2,1572
1572,1,-2,1771
1771,2,-2,1935
1935,2,-2,2066
2066,2,-2,0
1236,0,0,1203
1203,1,-2,1204
1204,0,0,1204
1204,1,-2,1238
1238,2,-2,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,0,0,1237
1237,1,-2,1271
1271,0,0,1304
1304,0,0,1337
1337,1,-2,1404
1404,2,-2,0
1632,2,-2,1565
1565,2,-2,1465
1465,0,0,1366
1366,2,-2,1233
1233,0,0,1101
1101,0,0,969
969,1,-2,871
871,2,-2,738
738,1,-2,0
1466,2,-2,1366
1366,0,0,1267
1267,2,-2,1134
1134,1,-2,1036
1036,0,0,937
937,0,0,838
838,1,-2,773
773,0,0,707
707,1,-2,675
675,2,-2,608
608,0,0,542
542,0,0,476
476,0,0,0
1467,0,0,1434
1434,1,-2,1435
1435,0,0,1435
1435,0,0,1435
1435,0,0,1435
1435,2,-2,1401
1401,0,0,1368
1368,0,0,1335
1335,2,-2,1268
1268,2,-2,1168
1168,1,-2,1103
1301,2,-2,1201
1201,2,-2,1068
1068,0,0,936
936,0,0,804
804,1,-2,706
706,1,-2,641
641,0,0,575
575,1,-2,543
543,1,-2,544
544,0,0,0
1338,0,0,1404
1404,0,0,1470
1470,1,-2,1570
1570,2,-2,1635
1635,1,-2,1735
1735,1,-2,1868
1868,1,-2,2034
2034,0,0,2199
2199,2,-2,2330
2330,2,-2,0
1134,0,0,1002
1002,2,-2,836
836,0,0,671
671,1,-2,0
1636,2,-2,1701
1701,0,0,1767
1767,1,-2,1867
1867,0,0,0
1236,2,-2,1169
1169,2,-2,1069
1069,1,-2,1004
1004,2,-2,904
904,0,0,805
805,2,-2,672
672,1,-2,574
574,0,0,475
475,2,-2,342
342,0,0,0
1895,1,-2,1863
1863,0,0,1830
1830,0,0,1797
1797,1,-2,1798
1798,2,-2,1764
1764,0,0,1731
1731,1,-2,1732
1732,2,-2,1698
1698,0,0,1665
1665,2,-2,1598
1598,0,0,1532
1532,0,0,1466
1466,0,0,1400
1400,0,0,1334
1334,2,-2,1234
1927,0,0,1828
1828,2,-2,1695
1695,0,0,1563
1563,1,-2,1465
1465,2,-2,1332
1332,2,-2,1166
1166,2,-2,967
967,2,-2,735
735,1,-2,538
538,2,-2,306
306,2,-2,0
1270,1,-2,1304
1304,2,-2,1303
1303,2,-2,1269
1269,1,-2,1270
1270,1,-2,1304
1304,0,0,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,1701
1701,2,-2,1733
1733,0,0,1766
1633,0,0,1633
1633,0,0,1633
1633,2,-2,1599
1599,1,-2,1600
1600,0,0,1600
1600,2,-2,1566
1566,0,0,1533
1533,0,0,1500
1500,1,-2,1501
1501,0,0,1501
1501,0,0,1501
1501,2,-2,1467
1467,2,-2,1400
1400,0,0,1334
1239,0,0,1305
1305,0,0,1371
1371,0,0,1437
1437,0,0,1503
1503,0,0,1569
1569,0,0,1635
1635,0,0,1701
1701,2,-2,1733
1733,2,-2,1732
1732,0,0,1732
1732,2,-2,1698
1203,1,-2,1204
1204,0,0,1204
1204,1,-2,1238
1238,0,0,1271
1271,2,-2,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,1203
1203,0,0,1170
1170,1,-2,1171
1171,2,-2,1137
1137,2,-2,1070
1070,1,-2,1038
1038,0,0,1005
1041,0,0,1107
1107,0,0,1173
1173,0,0,1239
1239,1,-2,1339
1339,0,0,1438
1438,0,0,1537
1537,2,-2,1602
1602,2,-2,1634
1634,0,0,1667
1667,1,-2,1734
1734,0,0,1800
1073,1,-2,1140
1140,2,-2,1172
1172,1,-2,1239
1239,1,-2,1339
1339,2,-2,1404
1404,2,-2,1436
1436,0,0,1469
1469,2,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,2,-2,1367
1367,0,0,1301
1301,2,-2,1201
1201,0,0,1102
1102,2,-2,969
969,1,-2,0
1204,2,-2,1170
1170,2,-2,1103
1103,0,0,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,1,-2,807
807,0,0,774
774,0,0,741
741,1,-2,742
742,0,0,742
742,2,-2,708
708,2,-2,641
641,1,-2,609
609,2,-2,542
542,2,-2,0
1566,0,0,1533
1533,0,0,1500
1500,0,0,1467
1467,1,-2,1468
1468,1,-2,1502
1502,1,-2,1569
1569,2,-2,1601
1601,2,-2,1600
1600,0,0,1600
1600,2,-2,1566
1566,1,-2,1567
1567,0,0,1567
1567,0,0,1567
1567,1,-2,1601
1601,2,-2,1600
1600,2,-2,1566
1037,0,0,971
971,2,-2,871
871,2,-2,738
738,0,0,606
606,2,-2,440
440,0,0,0
711,1,-2,811
811,0,0,910
910,1,-2,1043
1043,0,0,1175
1175,1,-2,1341
1341,1,-2,1540
1540,2,-2,1704
1704,2,-2,1835
1835,0,0,0
1834,0,0,1933
1933,1,-2,0
1298,0,0,1133
1133,2,-2,934
934,1,-2,770
770,2,-2,0
872,0,0,806
806,2,-2,706
706,0,0,607
607,1,-2,0
1208,1,-2,1374
1374,0,0,1539
1539,1,-2,1738
1738,0,0,1936
1936,0,0,2134
2134,0,0,0
1335,2,-2,1268
1268,0,0,1202
1202,2,-2,1102
1102,1,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,0,0,773
773,1,-2,741
741,0,0,708
708,0,0,675
675,0,0,642
642,0,0,609
609,0,0,576
576,1,-2,577
577,2,-2,543
1337,2,-2,1336
1336,0,0,1336
1336,1,-2,1370
1370,2,-2,1369
1369,2,-2,1335
1335,1,-2,1336
1336,2,-2,1302
1302,0,0,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1364,1,-2,1233
1233,0,0,1101
1101,2,-2,935
935,1,-2,804
804,1,-2,0
871,0,0,772
772,1,-2,707
707,1,-2,0
1042,0,0,1141
1141,1,-2,1274
1274,0,0,1406
1406,0,0,1538
1538,2,-2,1636
1636,0,0,1735
1735,2,-2,1800
1800,2,-2,1832
1832,0,0,1865
1865,1,-2,0
1699,0,0,1699
1699,0,0,1699
1699,2,-2,1665
1665,2,-2,1598
1598,2,-2,1498
1498,0,0,1399
1399,0,0,1300
1300,0,0,1201
1201,0,0,1102
1102,0,0,0
1074,0,0,1140
1140,2,-2,1172
1172,2,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,0,0,1171
1171,1,-2,1205
1205,2,-2,0
1434,0,0,1401
1401,0,0,1368
1368,0,0,1335
1335,2,-2,1268
1268,0,0,1202
1202,2,-2,1102
1102,2,-2,969
969,2,-2,803
803,0,0,638
638,0,0,473
473,2,-2,0
1139,0,0,1172
1172,1,-2,1239
1239,1,-2,1339
1339,2,-2,1404
1404,1,-2,1504
1504,0,0,1603
1603,0,0,1702
1702,1,-2,1835
1835,0,0,1967
1967,0,0,2099
2099,2,-2,0
1137,1,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,1,-2,1172
1172,0,0,1205
1205,1,-2,1272
1272,2,-2,1304
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,0
1202,0,0,1136
1136,2,-2,1036
1036,0,0,937
937,2,-2,804
804,1,-2,706
706,2,-2,573
573,0,0,441
441,2,-2,275
275,0,0,0
1366,1,-2,1301
1301,2,-2,1201
1201,2,-2,1068
1068,0,0,936
936,0,0,804
804,2,-2,638
638,1,-2,507
507,2,-2,0
1831,0,0,1831
1831,1,-2,1865
1865,0,0,1898
1898,1,-2,1965
1965,0,0,2031
2031,0,0,2097
2097,0,0,2163
2163,0,0,2229
2229,1,-2,2329
2329,0,0,2428
2428,1,-2,0
1433,0,0,1367
1367,0,0,1301
1301,0,0,1235
1235,0,0,1169
1169,0,0,1103
1103,2,-2,1003
1003,0,0,904
904,0,0,805
805,0,0,706
706,2,-2,573
573,2,-2,407
407,2,-2,0
1367,0,0,1301
1301,1,-2,1269
1269,1,-2,1270
1270,2,-2,1236
1236,1,-2,1237
1237,1,-2,1271
1271,0,0,1304
1304,0,0,1337
1337,2,-2,1336
1336,0,0,1336
1336,0,0,0
1101,0,0,969
969,0,0,837
837,1,-2,739
739,2,-2,0
1339,0,0,1438
1438,1,-2,1571
1571,0,0,1703
1703,0,0,1835
1835,2,-2,1933
1933,0,0,2032
2032,1,-2,0
1331,2,-2,1132
1132,0,0,934
934,2,-2,702
702,0,0,471
471,1,-2,0
1167,1,-2,1069
1069,2,-2,936
936,0,0,804
804,0,0,0
1333,2,-2,1200
1200,1,-2,1102
1102,2,-2,969
969,0,0,837
837,1,-2,739
739,0,0,640
640,2,-2,0
1140,1,-2,1240
1240,1,-2,1373
1373,1,-2,1539
1539,0,0,1704
1704,2,-2,1835
1835,2,-2,1933
1933,2,-2,1998
1998,0,0,2064
2064,1,-2,2164
2164,1,-2,2297
2297,1,-2,2463
2463,1,-2,0
1036,0,0,937
937,1,-2,872
872,0,0,806
806,2,-2,0
1433,1,-2,1401
1401,0,0,1368
1368,1,-2,1369
1369,0,0,1369
1369,0,0,1369
1369,2,-2,1335
1335,0,0,1302
1302,0,0,1269
1269,1,-2,1270
1270,0,0,1270
1270,2,-2,1236
1236,0,0,0
1370,0,0,1403
1403,1,-2,1470
1470,0,0,1536
1536,0,0,1602
1602,0,0,1668
1668,0,0,1734
1734,1,-2,1834
1834,0,0,1933
1933,1,-2,2066
2066,0,0,2198
2198,1,-2,2364
2364,2,-2,0
1075,2,-2,1140
1140,2,-2,1172
1172,1,-2,1239
1239,0,0,1305
1305,1,-2,1405
1405,2,-2,1470
1470,1,-2,1570
1570,1,-2,1703
1703,2,-2,1801
1801,0,0,0
1465,2,-2,1332
1332,0,0,1200
1200,1,-2,1102
1102,2,-2,969
969,0,0,837
837,0,0,705
705,1,-2,607
607,1,-2,542
542,1,-2,0
1336,1,-2,1370
1370,0,0,1403
1403,1,-2,1470
1470,2,-2,1502
1502,2,-2,1501
1501,0,0,1501
1501,1,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,0,0,1634
1634,1,-2,1701
1701,2,-2,1733
1733,1,-2,1800
1800,2,-2,1832
1832,0,0,1865
1865,0,0,1898
1366,1,-2,1301
1301,0,0,1235
1235,2,-2,1135
1135,1,-2,1070
1070,0,0,1004
1004,0,0,938
938,1,-2,906
906,0,0,0
1395,0,0,1164
1164,1,-2,967
967,1,-2,803
803,2,-2,0
1303,1,-2,1337
1337,1,-2,1404
1404,0,0,1470
1470,1,-2,1570
1570,1,-2,1703
1703,0,0,1835
1835,1,-2,0
1534,0,0,1534
1534,0,0,1534
1534,2,-2,1500
1500,0,0,1467
1467,2,-2,1400
1400,0,0,1334
1334,1,-2,1302
1302,0,0,1269
1269,1,-2,1270
1270,0,0,1270
1270,1,-2,1304
1304,1,-2,1371
1371,0,0,1437
1437,0,0,1503
1503,0,0,1569
1204,1,-2,1238
1238,1,-2,1305
1305,0,0,1371
1371,2,-2,1403
1403,2,-2,1402
1402,1,-2,1436
1436,1,-2,1503
1503,2,-2,1535
1535,0,0,1568
1568,0,0,1601
1601,0,0,1634
1634,2,-2,1633
1633,1,-2,1667
1667,1,-2,1734
1734,1,-2,1834
1834,2,-2,0
1005,2,-2,938
938,0,0,872
872,0,0,806
806,2,-2,706
706,0,0,607
607,0,0,508
508,0,0,409
409,0,0,310
310,1,-2,245
245,2,-2,145
145,0,0,0
1270,0,0,1270
1270,1,-2,1304
1304,1,-2,1371
1371,2,-2,1403
1403,0,0,1436
1436,1,-2,1503
1503,1,-2,1603
1603,1,-2,1736
1736,0,0,1868
1868,2,-2,0
1371,0,0,1437
1437,2,-2,1469
1469,2,-2,1468
1468,0,0,1468
1468,1,-2,1502
1502,1,-2,1569
1569,2,-2,1601
1601,0,0,1634
1634,1,-2,1701
1701,0,0,0
1170,0,0,1137
1137,1,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,1138
1138,1,-2,1172
1172,2,-2,1171
1171,0,0,1171
1171,0,0,1171
1171,2,-2,1137
1137,0,0,1104
1104,2,-2,1037
1037,2,-2,937
937,0,0,838
838,0,0,0
1174,2,-2,1239
1239,0,0,1305
1305,0,0,1371
1371,0,0,1437
1437,1,-2,1537
1537,0,0,1636
1636,0,0,1735
1735,1,-2,1868
1868,0,0,0
1307,0,0,1439
1439,0,0,1571
1571,1,-2,1737
1737,0,0,1902
1902,2,-2,2033
2033,0,0,0
909,2,-2,941
941,2,-2,940
940,0,0,940
940,1,-2,974
974,0,0,1007
1007,0,0,1040
1040,0,0,1073
1073,0,0,1106
1106,2,-2,1105
1105,1,-2,1139
1139,2,-2,1138
1138,0,0,1138
1138,0,0,1138
1138,0,0,0
1004,2,-2,904
904,0,0,805
805,0,0,706
706,1,-2,641
641,1,-2,609
609,0,0,0
1732,2,-2,1698
1698,0,0,1665
1665,1,-2,1666
1666,1,-2,1700
1700,1,-2,1767
1767,0,0,1833
1833,1,-2,1933
1933,1,-2,2066
2066,1,-2,2232
2232,1,-2,0
869,0,0,704
704,0,0,0
1008,0,0,1074
1074,2,-2,1106
1106,2,-2,1105
1105,0,0,1105
1105,0,0,1105
1105,1,-2,1139
1139,1,-2,1206
1206,2,-2,1238
1238,2,-2,1237
1237,2,-2,1203
1203,0,0,1170
1170,2,-2,0
1400,2,-2,1300
1300,0,0,1201
1201,0,0,1102
1102,0,0,1003
1003,0,0,904
904,0,0,805
805,0,0,706
706,2,-2,573
573,2,-2,407
407,1,-2,276
276,0,0,144
144,1,-2,0
1893,0,0,1761
1761,0,0,1629
1629,0,0,1497
1497,1,-2,1399
1399,2,-2,1266
1266,1,-2,1168
1168,0,0,1069
1069,1,-2,1004
1004,0,0,938
938,0,0,0
1503,0,0,1569
1569,2,-2,1601
1601,0,0,1634
1634,0,0,1667
1667,1,-2,1734
1734,0,0,1800
1800,2,-2,1832
1832,0,0,0
1400,2,-2,1300
1300,0,0,1201
1201,1,-2,1136
1136,0,0,1070
1070,2,-2,970
970,1,-2,905
905,2,-2,805
805,1,-2,740
740,0,0,674
674,2,-2,574
574,0,0,475
475,0,0,0
1862,2,-2,1762
1762,1,-2,1697
1697,0,0,1631
1631,0,0,1565
1565,1,-2,1533
1533,1,-2,1534
1534,1,-2,1568
1568,1,-2,1635
1635,1,-2,1735
1735,0,0,1834
1834,2,-2,0
1765,0,0,1765
1765,1,-2,1799
1799,2,-2,1798
1798,1,-2,1832
1832,0,0,1865
1865,0,0,1898
1898,2,-2,1897
1897,0,0,1897
1897,0,0,1897
1897,0,0,1897
1897,1,-2,1931
1931,2,-2,1930
1930,0,0,1930
1930,1,-2,1964
1964,1,-2,2031
2031,0,0,2097
2097,2,-2,2129
2129,0,0,2162
2162,1,-2,2229
902,0,0,737
737,0,0,0
1299,1,-2,1201
1201,0,0,1102
1102,0,0,1003
1003,0,0,904
904,2,-2,0
1073,2,-2,1072
1072,0,0,1072
1072,2,-2,1038
1038,2,-2,971
971,2,-2,871
871,0,0,772
772,1,-2,707
707,1,-2,675
675,0,0,0
1233,0,0,1101
1101,1,-2,1003
1003,0,0,904
904,0,0,805
805,2,-2,0
1731,0,0,1698
1698,0,0,1665
1665,2,-2,1598
1598,0,0,1532
1532,1,-2,1500
1500,0,0,1467
1467,2,-2,1400
1400,0,0,1334
1334,0,0,1268
1268,1,-2,1236
1236,0,0,1203
1203,0,0,1170
1170,0,0,1137
1436,0,0,1469
1469,1,-2,1536
1536,2,-2,1568
1568,1,-2,1635
1635,1,-2,1735
1735,0,0,1834
1834,0,0,1933
1933,1,-2,2066
2066,1,-2,2232
2232,0,0,2397
2397,0,0,0
1700,2,-2,1699
1699,2,-2,1665
1665,0,0,1632
1632,1,-2,1633
1633,0,0,1633
1633,0,0,1633
1633,1,-2,1667
1667,0,0,1700
1700,1,-2,0
1204,0,0,1204
1204,0,0,1204
1204,0,0,1204
1204,2,-2,1170
1170,0,0,1137
1137,0,0,1104
1104,2,-2,1037
1037,0,0,971
971,0,0,905
905,0,0,839
839,0,0,773
773,0,0,707
707,1,-2,675
675,0,0,642
642,0,0,609
609,0,0,576
576,0,0,543
543,2,-2,0
1663,2,-2,1530
1530,0,0,1398
1398,1,-2,1300
1300,1,-2,1235
1235,1,-2,1203
1203,0,0,1170
1170,0,0,1137
1137,1,-2,1138
1138,0,0,1138
1138,2,-2,1104
1104,0,0,0
1400,0,0,1334
1334,0,0,1268
1268,1,-2,1236
1236,0,0,1203
1203,1,-2,1204
1204,1,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,2,-2,1303
1303,1,-2,1337
1337,0,0,0
1597,1,-2,1532
1532,0,0,1466
1466,2,-2,1366
1366,2,-2,1233
1233,2,-2,1067
1067,2,-2,868
868,0,0,670
670,2,-2,438
438,0,0,207
207,1,-2,0
1635,0,0,1701
1701,0,0,1767
1767,2,-2,1799
1799,1,-2,1866
1866,0,0,1932
1932,0,0,0
1499,0,0,1433
1433,0,0,1367
1367,1,-2,1335
1335,2,-2,1268
1268,1,-2,1236
1236,2,-2,1169
1169,1,-2,1137
1137,2,-2,1070
1070,0,0,1004
1004,2,-2,904
904,1,-2,839
839,0,0,773
773,1,-2,0
1308,2,-2,1439
1439,0,0,1571
1571,0,0,1703
1703,1,-2,1869
1869,1,-2,0
1337,0,0,1370
1370,2,-2,1369
1369,1,-2,1403
1403,1,-2,1470
1470,0,0,1536
1536,2,-2,1568
1568,1,-2,1635
1635,2,-2,1667
1667,2,-2,1666
1666,2,-2,1632
1632,0,0,1599
1599,1,-2,1600
1600,0,0,1600
1600,1,-2,1634
1634,0,0,1667
1667,1,-2,1734
1734,2,-2,1766
1766,1,-2,1833
1833,2,-2,1865
1865,2,-2,0
1366,0,0,1267
1267,0,0,1168
1168,2,-2,1035
1035,2,-2,869
869,2,-2,670
670,2,-2,438
438,0,0,207
207,0,0,0
1006,0,0,1006
1006,2,-2,972
972,2,-2,905
905,0,0,839
839,0,0,773
773,1,-2,741
741,2,-2,674
674,0,0,608
608,0,0,542
542,0,0,476
476,0,0,410
410,1,-2,378
1599,0,0,1566
1566,0,0,1533
1533,2,-2,1466
1466,0,0,1400
1400,0,0,1334
1334,2,-2,1234
1234,2,-2,1101
1101,0,0,969
969,2,-2,803
803,1,-2,672
672,0,0,0
973,0,0,973
973,0,0,973
973,1,-2,1007
1007,0,0,1040
1040,1,-2,1107
1107,2,-2,1139
1139,0,0,1172
1172,1,-2,1239
1239,0,0,1305
1305,0,0,1371
1371,2,-2,1403
1403,1,-2,1470
1470,1,-2,1570
1570,0,0,0
1336,1,-2,1370
1370,0,0,1403
1403,2,-2,1402
1402,1,-2,1436
1436,0,0,1469
1469,0,0,1502
1502,2,-2,1501
1501,1,-2,1535
1535,2,-2,1534
1534,0,0,1534
1534,2,-2,1500
1500,0,0,1467
1833,0,0,1899
1899,0,0,1965
1965,0,0,0
905,2,-2,805
805,0,0,706
706,1,-2,641
641,1,-2,0
1138,0,0,1138
1138,2,-2,1104
1104,0,0,1071
1071,0,0,1038
1038,0,0,1005
1005,1,-2,1006
1006,1,-2,1040
1040,2,-2,1039
1039,0,0,1039
1039,1,-2,1073
1073,0,0,1106
1106,1,-2,1173
1173,0,0,1239
1239,0,0,1305
1305,2,-2,1337
1337,2,-2,1336
1336,2,-2,1302
1302,1,-2,1303
1303,0,-5000,0
1303,1,-2,1337
1337,0,0,1370
1370,1,-2,1437
1437,0,0,1503
1503,1,-2,1603
1603,0,0,1702
1702,0,0,1801
1801,0,0,1900
1900,0,0,0
1135,2,-2,1002
1002,1,-2,904
904,0,0,805
805,0,0,706
706,0,0,0
1273,0,0,1372
1372,1,-2,1505
1505,0,0,1637
1637,2,-2,1735
1735,1,-2,1868
1868,2,-2,1966
1966,2,-2,2031
2031,0,0,0
1502,0,0,1535
1535,0,0,1568
1568,0,0,1601
1601,0,0,1634
1634,2,-2,1633
1633,1,-2,1667
1667,2,-2,1666
1666,2,-2,1632
1632,1,-2,1633
1633,1,-2,1667
1040,0,0,1073
1073,1,-2,1140
1140,0,0,1206
1206,2,-2,1238
1238,0,0,1271
1271,0,0,1304
1304,0,0,1337
1337,0,0,1370
1370,0,0,1403
1403,0,0,1436
1436,0,0,1469
1469,2,-2,1468
1037,0,0,971
971,1,-2,939
939,0,0,906
906,0,0,873
873,2,-2,806
806,0,0,0
903,0,0,771
771,2,-2,0
1106,0,0,1139
1139,2,-2,1138
1138,1,-2,1172
1172,0,0,1205
1205,0,0,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,2,-2,1436
1436,2,-2,1435
1302,1,-2,1303
1303,1,-2,1337
1337,0,0,1370
1370,0,0,1403
1403,1,-2,1470
1470,0,0,1536
1536,0,0,1602
1602,0,0,1668
1668,0,0,0
1173,1,-2,1273
1273,0,0,1372
1372,0,0,1471
1471,2,-2,1536
1536,1,-2,1636
1636,1,-2,1769
1769,2,-2,1867
1867,1,-2,2000
2000,2,-2,2098
2098,0,0,2197
2197,1,-2,2330
2330,0,0,2462
2462,2,-2,0
1006,0,0,1006
1006,0,0,1006
1006,2,-2,972
972,0,0,939
939,2,-2,872
872,0,0,806
806,1,-2,774
774,0,0,741
741,0,0,708
708,0,0,675
675,0,0,642
642,0,0,609
609,0,0,576
576,1,-2,577
577,1,-2,611
611,1,-2,678
1299,1,-2,1201
1201,0,0,1102
1102,2,-2,969
969,1,-2,871
871,0,0,0
1508,1,-2,1773
1773,0,0,2037
2037,0,0,0
1436,2,-2,1435
1435,0,0,1435
1435,1,-2,1469
1469,2,-2,1468
1468,0,0,1468
1468,2,-2,1434
1434,0,0,1401
1401,0,0,1368
1368,2,-2,1301
1301,1,-2,1269
1269,0,0,1236
1236,2,-2,1169
1169,2,-2,0
1234,1,-2,1169
1169,2,-2,1069
1069,1,-2,1004
1004,2,-2,904
904,0,0,805
805,0,0,0
1637,0,0,1769
1769,2,-2,1867
1867,0,0,0
1203,1,-2,1204
1204,0,0,1204
1204,0,0,1204
1204,1,-2,1238
1238,0,0,1271
1271,1,-2,1338
1338,0,0,1404
1404,2,-2,1436
1436,0,0,1469
1469,0,0,1502
1502,1,-2,0
1402,1,-2,1436
1436,0,0,1469
1469,1,-2,1536
1536,2,-2,1568
1568,2,-2,1567
1567,2,-2,1533
1533,0,0,1500
1500,1,-2,1501
1501,2,-2,1467
1467,2,-2,1400
1400,0,0,1334
1334,2,-2,1234
1234,1,-2,1169
1638,0,0,1803
1803,0,0,1968
1968,0,0,0
1731,2,-2,1664
1664,2,-2,1564
1564,2,-2,1431
1431,2,-2,1265
1265,0,0,1100
1100,1,-2,969
969,0,0,837
837,0,0,0
1569,2,-2,1601
1601,1,-2,1668
1668,2,-2,1700
1700,0,0,1733
1733,0,0,1766
1766,1,-2,1833
1833,0,0,0
1536,1,-2,1636
1636,1,-2,1769
1769,0,0,1901
1901,1,-2,2067
2067,0,0,2232
2232,0,0,2397
2397,2,-2,0
1137,2,-2,1070
1070,1,-2,1038
1038,0,0,1005
1005,2,-2,938
938,1,-2,906
906,1,-2,907
907,0,0,907
907,1,-2,941
941,2,-2,940
940,0,0,940
940,2,-2,906
906,1,-2,907
907,2,-2,873
873,1,-2,874
874,0,0,0
1332,0,0,1200
1200,0,0,1068
1068,1,-2,970
970,1,-2,905
905,1,-2,873
873,0,0,0
1367,0,0,1301
1301,1,-2,1269
1269,0,0,1236
1236,0,0,1203
1203,0,0,1170
1170,2,-2,1103
1103,1,-2,1071
1071,2,-2,1004
1004,2,-2,904
904,0,0,805
805,0,0,0
1403,2,-2,1402
1402,2,-2,1368
1368,0,0,1335
1335,1,-2,1336
1336,0,0,1336
1336,2,-2,1302
1302,1,-2,1303
1303,0,0,1303
1303,0,0,1303
1303,2,-2,1269
1269,2,-2,1202
1202,2,-2,0
770,2,-2,0
1795,2,-2,1662
1662,1,-2,1564
1564,1,-2,1499
1499,0,0,1433
1433,1,-2,1401
1401,2,-2,1334
1334,2,-2,1234
1234,0,0,1135
